iso3,m49_code,region_country_area,year,series,value,footnotes,source
SVK,703,Slovakia,2025,Life expectancy at birth for both sexes (years),78.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2025,Life expectancy at birth for males (years),75.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVK,703,Slovakia,2025,Life expectancy at birth for females (years),81.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2010,Population annual rate of increase (percent),0.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2010,Total fertility rate (children per women),1.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",3.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",6,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVN,705,Slovenia,2010,Life expectancy at birth for both sexes (years),79.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2010,Life expectancy at birth for males (years),76,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2010,Life expectancy at birth for females (years),82.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2015,Population annual rate of increase (percent),0.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2015,Total fertility rate (children per women),1.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",2.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVN,705,Slovenia,2015,Life expectancy at birth for both sexes (years),80.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2015,Life expectancy at birth for males (years),77.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2015,Life expectancy at birth for females (years),83.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2020,Population annual rate of increase (percent),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2020,Total fertility rate (children per women),1.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",2.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2020,"Maternal mortality ratio (deaths per 100,000 population)",5,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
SVN,705,Slovenia,2020,Life expectancy at birth for both sexes (years),80.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2020,Life expectancy at birth for males (years),77.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2020,Life expectancy at birth for females (years),83.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2025,Population annual rate of increase (percent),-0.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
SVN,705,Slovenia,2025,Total fertility rate (children per women),1.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
SVN,705,Slovenia,2025,"Under five mortality rate for both sexes (per 1,000 live births)",1.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
